source,target,task,input_text,target_text
"Amsterdam still looks liberal to tourists, who were recently assured by the Labour Mayor that the city’s marijuana-selling coffee
shops would stay open despite a new national law tackling drug tourism. But the Dutch capital may lose its reputation for tolerance over plans to dispatch nuisance neighbours to “scum villages” made from shipping containers.","To tourists, Amsterdam still seems very liberal. Recently the city’s Mayor assured them that the city’s marijuana-selling coffee shops would stay open despite a new national law to prevent drug tourism. But the Dutch capital’s plans to send nuisance neighbours to “scum villages” made from shipping containers may damage its reputation for tolerance.",advanced_to_intermediate,"simplify: Amsterdam still looks liberal to tourists, who were recently assured by the Labour Mayor that the city’s marijuana-selling coffee
shops would stay open despite a new national law tackling drug tourism. But the Dutch capital may lose its reputation for tolerance over plans to dispatch nuisance neighbours to “scum villages” made from shipping containers.","To tourists, Amsterdam still seems very liberal. Recently the city’s Mayor assured them that the city’s marijuana-selling coffee shops would stay open despite a new national law to prevent drug tourism. But the Dutch capital’s plans to send nuisance neighbours to “scum villages” made from shipping containers may damage its reputation for tolerance."
"Human beings  we always kill the things we love. We have been doing so since the Ice Age. There are beautiful pictures of European woolly rhinosin caves in France that were painted up to 30,000 years ago. These ancient relatives of Sudan share his heroic bulk, mighty power and paradoxical air of gentleness. A woolly rhino in Chauvet Cave seems agile and young, a creature full of life.But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off. As climate turned against the woolly megafauna with the end of the last Ice Age, human spears probably delivered the coup de grace.","Human beings Ð we always kill the things we love. We have been doing so since the Ice Age. There are beautiful pictures of European woolly rhinos in caves in France that were painted up to 30,000 years ago. These ancient relativesof Sudan share his power and his gentle appearance. A woolly rhino in Chauvet Cave seems agile and young, a creature full of life. But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off.",advanced_to_intermediate,"simplify: Human beings  we always kill the things we love. We have been doing so since the Ice Age. There are beautiful pictures of European woolly rhinosin caves in France that were painted up to 30,000 years ago. These ancient relatives of Sudan share his heroic bulk, mighty power and paradoxical air of gentleness. A woolly rhino in Chauvet Cave seems agile and young, a creature full of life.But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off. As climate turned against the woolly megafauna with the end of the last Ice Age, human spears probably delivered the coup de grace.","Human beings Ð we always kill the things we love. We have been doing so since the Ice Age. There are beautiful pictures of European woolly rhinos in caves in France that were painted up to 30,000 years ago. These ancient relativesof Sudan share his power and his gentle appearance. A woolly rhino in Chauvet Cave seems agile and young, a creature full of life. But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off."
"Has Apple Connect made Apple the most artist-friendly service?Apple have previously tried to build an artist-friendly platform via iTunes. They calledit Ping and it didnÕt work. Apple Connect is something very different, somewhere in the middle of YouTube, Facebook and SoundCloud, letting artists post music, videos, photos and more to their pro le pages. It couldnÕt be any more 2015 if it tried. Apple, partly because ofits scale and also partly because it treats music as ÒartÓ rather than ÒcontentÓ, has generally had strong relations with not just the music industry but artists themselves and, generally, it has a good reputation among artists. Compare thatto Spotify, which has been criticized by artists from RadioheadÕs Thom Yorke to Taylor Swift. In contrast, Apple comes across as a benevolent uncle. There is the smell of revolution in the air and Apple is making sure itÕs on the right side of the battle lines when they are drawn up.","Has Apple Connect made Apple the most artist-friendly service?Apple have previously tried to be artist-friendly via iTunes. It didnÕt work. Apple Connect is something very different, somewhere in the middle of YouTube, Facebook and SoundCloud. It lets artists post music, videos, photos and more to their pro le pages. Apple has generally had strong relations with the music industry and, also, artists themselves and, generally, it has a good reputation among artists. Compare that to Spotify, which has been criticized by artists from RadioheadÕs Thom Yorke to Taylor Swift. There is the smell of revolution in the air and Apple is making sure itÕs on the right side of the battle.",advanced_to_intermediate,"simplify: Has Apple Connect made Apple the most artist-friendly service?Apple have previously tried to build an artist-friendly platform via iTunes. They calledit Ping and it didnÕt work. Apple Connect is something very different, somewhere in the middle of YouTube, Facebook and SoundCloud, letting artists post music, videos, photos and more to their pro le pages. It couldnÕt be any more 2015 if it tried. Apple, partly because ofits scale and also partly because it treats music as ÒartÓ rather than ÒcontentÓ, has generally had strong relations with not just the music industry but artists themselves and, generally, it has a good reputation among artists. Compare thatto Spotify, which has been criticized by artists from RadioheadÕs Thom Yorke to Taylor Swift. In contrast, Apple comes across as a benevolent uncle. There is the smell of revolution in the air and Apple is making sure itÕs on the right side of the battle lines when they are drawn up.","Has Apple Connect made Apple the most artist-friendly service?Apple have previously tried to be artist-friendly via iTunes. It didnÕt work. Apple Connect is something very different, somewhere in the middle of YouTube, Facebook and SoundCloud. It lets artists post music, videos, photos and more to their pro le pages. Apple has generally had strong relations with the music industry and, also, artists themselves and, generally, it has a good reputation among artists. Compare that to Spotify, which has been criticized by artists from RadioheadÕs Thom Yorke to Taylor Swift. There is the smell of revolution in the air and Apple is making sure itÕs on the right side of the battle."
"In an unusual move, the car association sent
Timmermans a draft regulation of their own for
him to consider, after EU representatives finally
agreed a regulation to implement the nitrogen
oxide limits with beefed-up road trials and strict
monitoring of exhaust fumes. ACEA’s draft
regulation would have covered fewer pollutants and further delayed the regulation’s phased
introduction until 2020. Test distances would have
been shortened from 1,300m to below 700m,
minimum temperatures would have been raised
from -7C to -3C and more rural roads would
have been used. “The lobbyists were all over
this,” Archer said. “This was a real attempt at
subversion of the legislative process.”","ACEA sent the European Commission their
own draft regulation for consideration, after
EU representatives finally agreed a regulation
to implement the nitrogen oxide limits with
strengthened road trials and strict monitoring of
exhaust fumes. ACEA’s draft regulation would
have covered fewer pollutants and delayed the
regulation’s introduction until 2020. Test distances
would have been shortened from 1,300m to
below 700m, minimum temperatures would have
been raised from -7C to -3C and more rural roads
would have been used.",advanced_to_intermediate,"simplify: In an unusual move, the car association sent
Timmermans a draft regulation of their own for
him to consider, after EU representatives finally
agreed a regulation to implement the nitrogen
oxide limits with beefed-up road trials and strict
monitoring of exhaust fumes. ACEA’s draft
regulation would have covered fewer pollutants and further delayed the regulation’s phased
introduction until 2020. Test distances would have
been shortened from 1,300m to below 700m,
minimum temperatures would have been raised
from -7C to -3C and more rural roads would
have been used. “The lobbyists were all over
this,” Archer said. “This was a real attempt at
subversion of the legislative process.”","ACEA sent the European Commission their
own draft regulation for consideration, after
EU representatives finally agreed a regulation
to implement the nitrogen oxide limits with
strengthened road trials and strict monitoring of
exhaust fumes. ACEA’s draft regulation would
have covered fewer pollutants and delayed the
regulation’s introduction until 2020. Test distances
would have been shortened from 1,300m to
below 700m, minimum temperatures would have
been raised from -7C to -3C and more rural roads
would have been used."
"Glow-in-the-dark treesWhen most people think of trees that glow in the dark, Christmas baubles and fallen pine needles usually come to mind. Not Daan Roosegaarde.The Dutch designer-artist has comes up with a ÒbioluminescentÓ plant. The experimental technology splices DNA from luminescent marine bacteriawith the chloroplast genome of a plant to create a jelly sh-type glow. Trials are underway to create an industrial-scale version of the biomimicry-inspired technology that Roosegaarde hopes could one day replace conventional street lighting.","Glow-in-the-dark treesWhen most people think of trees that glow in the dark, Christmas trees usually come to mind. Not Daan Roosegaarde. The Dutch designer-artist has invented a ÒbioluminescentÓ plant. The experimental technology joins DNA from luminescent marine bacteria with the chloroplast genome of a plant to create a glow like a jelly sh. They are trying to create a version of the technology that Roosegaarde hopes could one day replace normal street lighting.",advanced_to_intermediate,"simplify: Glow-in-the-dark treesWhen most people think of trees that glow in the dark, Christmas baubles and fallen pine needles usually come to mind. Not Daan Roosegaarde.The Dutch designer-artist has comes up with a ÒbioluminescentÓ plant. The experimental technology splices DNA from luminescent marine bacteriawith the chloroplast genome of a plant to create a jelly sh-type glow. Trials are underway to create an industrial-scale version of the biomimicry-inspired technology that Roosegaarde hopes could one day replace conventional street lighting.","Glow-in-the-dark treesWhen most people think of trees that glow in the dark, Christmas trees usually come to mind. Not Daan Roosegaarde. The Dutch designer-artist has invented a ÒbioluminescentÓ plant. The experimental technology joins DNA from luminescent marine bacteria with the chloroplast genome of a plant to create a glow like a jelly sh. They are trying to create a version of the technology that Roosegaarde hopes could one day replace normal street lighting."
"Dusty arrived in Doolin in about 2008 and
hundreds of people have swum with her since,
giving the impression that she’s totally tame.
She has even starred in an Irish tourist-board ad
campaign in which a girl says she would like to
touch a dolphin.","That evening, the woman was tickling Dusty’s
tummy and it just looked so inviting. There were
about 20 tourists and locals on the pier, looking
at this lovely spectacle. Just after I got into the
water, Dusty left the woman she was with and
went crazy – I found out afterwards that she’s
very territorial when she is with somebody. Her
tail was flapping wildly and, at first, I thought it
was a display but, then, I realized she was angry.
I knew I had to get out of the water so I swam
towards the pier but, within seconds, Dusty
had crashed into me with her snout. It
was very powerful and painful, and the
speed was amazing. I was pushed
forwards violently.",advanced_to_intermediate,"simplify: Dusty arrived in Doolin in about 2008 and
hundreds of people have swum with her since,
giving the impression that she’s totally tame.
She has even starred in an Irish tourist-board ad
campaign in which a girl says she would like to
touch a dolphin.","That evening, the woman was tickling Dusty’s
tummy and it just looked so inviting. There were
about 20 tourists and locals on the pier, looking
at this lovely spectacle. Just after I got into the
water, Dusty left the woman she was with and
went crazy – I found out afterwards that she’s
very territorial when she is with somebody. Her
tail was flapping wildly and, at first, I thought it
was a display but, then, I realized she was angry.
I knew I had to get out of the water so I swam
towards the pier but, within seconds, Dusty
had crashed into me with her snout. It
was very powerful and painful, and the
speed was amazing. I was pushed
forwards violently."
"Along with new names, the scientists must
propose two-letter symbols for the elements.
When IUPAC has received the researchers’
suggestions, they will be put up for public review
for five months. That allows scientists and others
to raise any objections. In 1996, the symbol
Cp was proposed for copernicium, or element
112, but it was swapped to Cn when scientists
complained that Cp referred to
another substance.","Along with new names, the scientists must
suggest two-letter symbols for the elements.
When IUPAC has received the researchers’
suggestions, they will go to public review for
five months. That allows scientists and others to
raise any objections. In 1996, the symbol Cp was
suggested for copernicium, or element 112, but it
was changed to Cn when scientists complained
that Cp referred to another substance.",advanced_to_intermediate,"simplify: Along with new names, the scientists must
propose two-letter symbols for the elements.
When IUPAC has received the researchers’
suggestions, they will be put up for public review
for five months. That allows scientists and others
to raise any objections. In 1996, the symbol
Cp was proposed for copernicium, or element
112, but it was swapped to Cn when scientists
complained that Cp referred to
another substance.","Along with new names, the scientists must
suggest two-letter symbols for the elements.
When IUPAC has received the researchers’
suggestions, they will go to public review for
five months. That allows scientists and others to
raise any objections. In 1996, the symbol Cp was
suggested for copernicium, or element 112, but it
was changed to Cn when scientists complained
that Cp referred to another substance."
"According to research by the International
Council on Clean Transportation in 2014,
actual nitrogen oxide emissions from cars
are seven times higher than the 80mg/km
standard, with some models running at 22
times above the recommended limit. Only one
car out of 16 met the 80g target. Around one
third of all nitrogen oxide pollution comes from
road transport – mostly diesel – and, in urban
areas, concentrations can rise as high as 64%,
European Environment Agency figures indicate.","According to research by the International
Council on Clean Transportation in 2014, actual
nitrogen oxide emissions from cars are seven
times higher than the 80mg per kilometre
standard, with some types of cars 22 times
above the recommended limit. Only one car
out of 16 met the 80mg target. Around one
third of all nitrogen oxide pollution comes from
road transport – mostly diesel – and in cities
concentrations can be as high as 64%, according
to European Environment Agency data.",advanced_to_intermediate,"simplify: According to research by the International
Council on Clean Transportation in 2014,
actual nitrogen oxide emissions from cars
are seven times higher than the 80mg/km
standard, with some models running at 22
times above the recommended limit. Only one
car out of 16 met the 80g target. Around one
third of all nitrogen oxide pollution comes from
road transport – mostly diesel – and, in urban
areas, concentrations can rise as high as 64%,
European Environment Agency figures indicate.","According to research by the International
Council on Clean Transportation in 2014, actual
nitrogen oxide emissions from cars are seven
times higher than the 80mg per kilometre
standard, with some types of cars 22 times
above the recommended limit. Only one car
out of 16 met the 80mg target. Around one
third of all nitrogen oxide pollution comes from
road transport – mostly diesel – and in cities
concentrations can be as high as 64%, according
to European Environment Agency data."
"The third big finding was, Murray said, “a surprise to us”. That was the sheer extent of disability and the toll it took on people who were living longer but not healthier lives. “The main causes of disability are different from the ones that kill you,” he said. They were mental health problems such as anxiety and depression, musculoskeletal disorders such as arthritis and lower back pain – complained of in every country in the world – anaemia, sight and hearing loss and skin disease. In addition, there was substance abuse. “The rates for these are not going down over time,” he said. “We are making no progress in reducing
these conditions.”","The third big finding was, Murray said, “a surprise to us”. There is a lot of disability and it has a big effect on people who are living longer but not healthier lives. “The main causes of disability are different from the ones that kill you,” he said. They were mental health problems, such as anxiety and depression, and disorders, such as arthritis and lower back pain, anaemia, sight and hearing loss and skin disease. In addition, there was substance abuse. “The numbers for these are not going down over time,” he said. “We are making no progress in reducing these conditions.”",advanced_to_intermediate,"simplify: The third big finding was, Murray said, “a surprise to us”. That was the sheer extent of disability and the toll it took on people who were living longer but not healthier lives. “The main causes of disability are different from the ones that kill you,” he said. They were mental health problems such as anxiety and depression, musculoskeletal disorders such as arthritis and lower back pain – complained of in every country in the world – anaemia, sight and hearing loss and skin disease. In addition, there was substance abuse. “The rates for these are not going down over time,” he said. “We are making no progress in reducing
these conditions.”","The third big finding was, Murray said, “a surprise to us”. There is a lot of disability and it has a big effect on people who are living longer but not healthier lives. “The main causes of disability are different from the ones that kill you,” he said. They were mental health problems, such as anxiety and depression, and disorders, such as arthritis and lower back pain, anaemia, sight and hearing loss and skin disease. In addition, there was substance abuse. “The numbers for these are not going down over time,” he said. “We are making no progress in reducing these conditions.”"
"An international agreement to improve safety
in Bangladesh’s clothing factories is facing the
threat of legal action as factory owners demand
compensation for the cost of closures and repair
work. With some repair programmes expected
to take months, factory owners say they cannot
shoulder the costs of paying staff while factories
are closed, alongside the expense of some major
works needed to ensure buildings are safe. The
building overhauls are being carried out in the
wake of the collapse of the Rana Plaza complex
in the capital of Bangladesh, Dhaka, in 2013, in
which 1,138 people were killed.","An international agreement to improve safety in
Bangladesh’s clothing factories could face legal
action because factory owners are demanding
compensation for the cost of closures and repair
work. Some repair programmes are expected
to take months and factory owners say they
cannot pay staff while factories are closed, as
well as paying for major works needed to ensure
that buildings are safe. The building repairs are
happening in the wake of the collapse of the
Rana Plaza complex in the capital of Bangladesh,
Dhaka, in 2013, in which 1,138 people
were killed.",advanced_to_intermediate,"simplify: An international agreement to improve safety
in Bangladesh’s clothing factories is facing the
threat of legal action as factory owners demand
compensation for the cost of closures and repair
work. With some repair programmes expected
to take months, factory owners say they cannot
shoulder the costs of paying staff while factories
are closed, alongside the expense of some major
works needed to ensure buildings are safe. The
building overhauls are being carried out in the
wake of the collapse of the Rana Plaza complex
in the capital of Bangladesh, Dhaka, in 2013, in
which 1,138 people were killed.","An international agreement to improve safety in
Bangladesh’s clothing factories could face legal
action because factory owners are demanding
compensation for the cost of closures and repair
work. Some repair programmes are expected
to take months and factory owners say they
cannot pay staff while factories are closed, as
well as paying for major works needed to ensure
that buildings are safe. The building repairs are
happening in the wake of the collapse of the
Rana Plaza complex in the capital of Bangladesh,
Dhaka, in 2013, in which 1,138 people
were killed."
"Worst part of the job: The deadlines, for Wells,
who admits he quite likes the food. The meat used
in pet food has to be derived from animals passed
as fi t for human consumption, under the Animal
Feed Regulations 2010, and he says the fi rm uses
“human-grade freshly prepared raw food” in its
recipes. He adds: “There are some pretty gruesome
pet foods out there and, although I don’t taste them,
the smell is enough to turn the stomach when I do a
bit of market research.”","Worst part of the job: The deadlines, for Wells, who
admits he quite likes the food. The meat used in pet
food has to come from animals that are fit for human
consumption, under the Animal Feed Regulations
2010. He adds: “There are some pretty terrible pet
foods out there and, although I don’t taste them, the
smell is enough to turn the stomach.",advanced_to_intermediate,"simplify: Worst part of the job: The deadlines, for Wells,
who admits he quite likes the food. The meat used
in pet food has to be derived from animals passed
as fi t for human consumption, under the Animal
Feed Regulations 2010, and he says the fi rm uses
“human-grade freshly prepared raw food” in its
recipes. He adds: “There are some pretty gruesome
pet foods out there and, although I don’t taste them,
the smell is enough to turn the stomach when I do a
bit of market research.”","Worst part of the job: The deadlines, for Wells, who
admits he quite likes the food. The meat used in pet
food has to come from animals that are fit for human
consumption, under the Animal Feed Regulations
2010. He adds: “There are some pretty terrible pet
foods out there and, although I don’t taste them, the
smell is enough to turn the stomach."
"What the job involves: ÒA race engineer acts as the interpreter between the race-car mechanics and the driver,Ó says race engineer JamieMuir. ÒThe engineer takes feedback from the driver, analyses the data available and makes decisions about the set-up needed for maximum performance, then relays this to the mechanics to instigate.Ó","What the job involves: ÒA race engineer is the interpreter between the race-car mechanicsand the driver,Ó says race engineer Jamie Muir. ÒThe engineer takes feedback from the driver, analyses the data and makes decisions about the set-up needed for maximum performance, then passes this on to the mechanics.Ó",advanced_to_intermediate,"simplify: What the job involves: ÒA race engineer acts as the interpreter between the race-car mechanics and the driver,Ó says race engineer JamieMuir. ÒThe engineer takes feedback from the driver, analyses the data available and makes decisions about the set-up needed for maximum performance, then relays this to the mechanics to instigate.Ó","What the job involves: ÒA race engineer is the interpreter between the race-car mechanicsand the driver,Ó says race engineer Jamie Muir. ÒThe engineer takes feedback from the driver, analyses the data and makes decisions about the set-up needed for maximum performance, then passes this on to the mechanics.Ó"
"The tranquil chorus of the natural world is in danger of being lost to todayÕs generation as people screen out the noises that surround them, a senior US researcher warns.","The tranquil sounds of the natural world might be lost to todayÕs generation as people screen out the noises that surround them, a senior US researcher warns.",advanced_to_intermediate,"simplify: The tranquil chorus of the natural world is in danger of being lost to todayÕs generation as people screen out the noises that surround them, a senior US researcher warns.","The tranquil sounds of the natural world might be lost to todayÕs generation as people screen out the noises that surround them, a senior US researcher warns."
"If this whole thing is giving you the heebie-jeebies as you recall the last time you were cheek byjowl with those who evidently already skimp on the showers Ð and have clearly not reached the scent-free stage yet Ð relax. Many cleansing- reduction enthusiasts still use deodorant if they  nd it necessary (everyoneÕs natural scent varies in intensity and can be affected by a host of factors including diet, hydration and exercise) and hand-washing with soap is still recommended as a vital way to reduce the spread ofinfectious diseases.","If the idea of showering less and using lesssoap is giving you the heebie-jeebies as you remember the last time you were close to people who already donÕt shower enough, relax. Many people who have decided to shower less still use deodorant if they  nd it necessary (everyoneÕs natural scent varies in intensity and it can be affected by a number of things including diet, hydration and exercise). And, hand-washingwith soap is still recommended as a vital way to reduce the spread of infectious diseases.",advanced_to_intermediate,"simplify: If this whole thing is giving you the heebie-jeebies as you recall the last time you were cheek byjowl with those who evidently already skimp on the showers Ð and have clearly not reached the scent-free stage yet Ð relax. Many cleansing- reduction enthusiasts still use deodorant if they  nd it necessary (everyoneÕs natural scent varies in intensity and can be affected by a host of factors including diet, hydration and exercise) and hand-washing with soap is still recommended as a vital way to reduce the spread ofinfectious diseases.","If the idea of showering less and using lesssoap is giving you the heebie-jeebies as you remember the last time you were close to people who already donÕt shower enough, relax. Many people who have decided to shower less still use deodorant if they  nd it necessary (everyoneÕs natural scent varies in intensity and it can be affected by a number of things including diet, hydration and exercise). And, hand-washingwith soap is still recommended as a vital way to reduce the spread of infectious diseases."
"Limal remortgaged his apartment to fund
the setting up of Babyklar.nu – or
‘baby-ready now’ in English. It functions
like a normal dating site but every potential
dater is asked to be honest about their wish
to start a family soon. “We ask people if
they are OK with someone who already has
children as well as wanting another baby,”
Limal said. “But we don’t make them specify
how many children they’d like. That would
be a bit too much like grocery shopping
online.”","Limal borrowed money to pay for the setting
up of Babyklar.nu – or ‘baby-ready now’ in
English. It works like a normal dating site but
everyone is asked to be honest about their
wish to start a family soon. “We ask people
if they are OK with someone who already
has children and if they want another baby,”
Limal said. “But we don’t make them say
how many children they’d like. That would be a
bit too much like grocery shopping online.”",advanced_to_intermediate,"simplify: Limal remortgaged his apartment to fund
the setting up of Babyklar.nu – or
‘baby-ready now’ in English. It functions
like a normal dating site but every potential
dater is asked to be honest about their wish
to start a family soon. “We ask people if
they are OK with someone who already has
children as well as wanting another baby,”
Limal said. “But we don’t make them specify
how many children they’d like. That would
be a bit too much like grocery shopping
online.”","Limal borrowed money to pay for the setting
up of Babyklar.nu – or ‘baby-ready now’ in
English. It works like a normal dating site but
everyone is asked to be honest about their
wish to start a family soon. “We ask people
if they are OK with someone who already
has children and if they want another baby,”
Limal said. “But we don’t make them say
how many children they’d like. That would be a
bit too much like grocery shopping online.”"
"The Globo newspaper listed a number of shortcomings in the 12 host cities. Almost all suffered worse traf c congestion than usual. The worst transport problems were in Natal, where bus drivers have been on strike since 12 June.In Salvador, some journey times were  ve times longer than usual. ÒTraf c was already bad but this week it is chaotic,Ó Jecilda Mello, president of residentsÕ group the Association of Friends of the Historic Centre, told the paper.","The Globo newspaper listed a number of problems in the 12 host cities. Almost all suffered worse traf c congestion than usual. The worst transport problems were in Natal, where bus drivers were on strike. In Salvador, some journey times were  ve times longer than usual. ÒTraf c was already bad but this week it is chaotic,Ó said Jecilda Mello, a local resident.",advanced_to_intermediate,"simplify: The Globo newspaper listed a number of shortcomings in the 12 host cities. Almost all suffered worse traf c congestion than usual. The worst transport problems were in Natal, where bus drivers have been on strike since 12 June.In Salvador, some journey times were  ve times longer than usual. ÒTraf c was already bad but this week it is chaotic,Ó Jecilda Mello, president of residentsÕ group the Association of Friends of the Historic Centre, told the paper.","The Globo newspaper listed a number of problems in the 12 host cities. Almost all suffered worse traf c congestion than usual. The worst transport problems were in Natal, where bus drivers were on strike. In Salvador, some journey times were  ve times longer than usual. ÒTraf c was already bad but this week it is chaotic,Ó said Jecilda Mello, a local resident."
"You can no longer legally smoke a cigarette inside a bar in the worldÕs drinking capital, New Orleans, Louisiana. City after city has banned indoor smoking but thatÕs different because other cities donÕt attract tourist dollars by aggressively advertising a Òlet the good times rollÓ attitude,as New Orleans does. An indoor smoking ban here will have consequences as unique as New OrleansÕs cultural ecosystem itself.","It is no longer legal to smoke a cigarette inside a bar in the worldÕs drinking capital, New Orleans, Louisiana. Many other cities have banned indoor smoking but New Orleans is different Ð it attracts tourists with a Òlet the good times rollÓ attitude. An indoor smoking ban in New Orleans could have unique consequences.",advanced_to_intermediate,"simplify: You can no longer legally smoke a cigarette inside a bar in the worldÕs drinking capital, New Orleans, Louisiana. City after city has banned indoor smoking but thatÕs different because other cities donÕt attract tourist dollars by aggressively advertising a Òlet the good times rollÓ attitude,as New Orleans does. An indoor smoking ban here will have consequences as unique as New OrleansÕs cultural ecosystem itself.","It is no longer legal to smoke a cigarette inside a bar in the worldÕs drinking capital, New Orleans, Louisiana. Many other cities have banned indoor smoking but New Orleans is different Ð it attracts tourists with a Òlet the good times rollÓ attitude. An indoor smoking ban in New Orleans could have unique consequences."
"Under his immense looming shoulder, his legs protrude like squat columns from the tough tank of his body. The way his foreleg emerges from his thick coat of skin reminds us how long human beings have been wondering at the natural spectacle that is the rhino. For Sudan does not look so different from the rhinoceros that Albrecht Durer portrayed in 1515. They have the same little legs stuck out of a majestic body and they even lower their heads in the same contemplative way. Durer was a Renaissance artist picturing an exotic beast from the exotic lands that Europe was starting to see more and more of. In 1515, a live Indian rhinoceros was sent by the ruler of Gujarat in India to the king of Portugal: he in turn sent it to the Pope but, on the way, it died in a shipwreck.","Sudan does not look so different from the rhinoceros that Albrecht Durer portrayed in 1515. Durer was a Renaissance artist picturing an exotic beast from exotic lands. In 1515, a live Indian rhinoceros was sent by the ruler of Gujarat in India to the king of Portugal. The king sent it to the Pope but, on the way, the ship sank andit died.",advanced_to_intermediate,"simplify: Under his immense looming shoulder, his legs protrude like squat columns from the tough tank of his body. The way his foreleg emerges from his thick coat of skin reminds us how long human beings have been wondering at the natural spectacle that is the rhino. For Sudan does not look so different from the rhinoceros that Albrecht Durer portrayed in 1515. They have the same little legs stuck out of a majestic body and they even lower their heads in the same contemplative way. Durer was a Renaissance artist picturing an exotic beast from the exotic lands that Europe was starting to see more and more of. In 1515, a live Indian rhinoceros was sent by the ruler of Gujarat in India to the king of Portugal: he in turn sent it to the Pope but, on the way, it died in a shipwreck.","Sudan does not look so different from the rhinoceros that Albrecht Durer portrayed in 1515. Durer was a Renaissance artist picturing an exotic beast from exotic lands. In 1515, a live Indian rhinoceros was sent by the ruler of Gujarat in India to the king of Portugal. The king sent it to the Pope but, on the way, the ship sank andit died."
"“We need better infrastructure, better roads, reliable electricity. We need more for tourists to do in the evening – we don’t even have one cinema in this city and there isn’t enough for tourists to do after dark,” he said. But will tourists feel welcome? In June, a local Islamic group issued a “dress code” for foreign tourists. Abdullah sighs at the mention of that furore. “Nobody expects tourists to come here and cover their faces. I think what they were talking about was short shorts and sleeveless vests, which even then would not be something that would attract too much attention … I think the basic point they were making was: be sensitive to our cultural identity and dress appropriately. I think that’s common sense.”","“We need better infrastructure, better roads, reliable electricity. We need more for tourists to do in the evening – we don’t even have one cinema in this city,” he said. But will tourists feel welcome? In June, a local Islamic group created a “dress code” for foreign tourists. Abdullah sighs when I mention this. “Nobody wants tourists to come here and cover their faces. I think their basic point was: be sensitive to our cultural identity and dress appropriately. I think that’s common sense.”",advanced_to_intermediate,"simplify: “We need better infrastructure, better roads, reliable electricity. We need more for tourists to do in the evening – we don’t even have one cinema in this city and there isn’t enough for tourists to do after dark,” he said. But will tourists feel welcome? In June, a local Islamic group issued a “dress code” for foreign tourists. Abdullah sighs at the mention of that furore. “Nobody expects tourists to come here and cover their faces. I think what they were talking about was short shorts and sleeveless vests, which even then would not be something that would attract too much attention … I think the basic point they were making was: be sensitive to our cultural identity and dress appropriately. I think that’s common sense.”","“We need better infrastructure, better roads, reliable electricity. We need more for tourists to do in the evening – we don’t even have one cinema in this city,” he said. But will tourists feel welcome? In June, a local Islamic group created a “dress code” for foreign tourists. Abdullah sighs when I mention this. “Nobody wants tourists to come here and cover their faces. I think their basic point was: be sensitive to our cultural identity and dress appropriately. I think that’s common sense.”"
"Scientists measure the sensitivity of the EarthÕs climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels Ð as is likely to happen within 50 years, on current trends. For two decades, those estimates have run from 1.5C to 5C: a wide range. The new research narrowed that range to between 3C and 5C, byclosely examining the biggest cause of uncertainty: clouds.","Scientists measure the sensitivity of the EarthÕs climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels Ð which is likely to happen within 50 years. For two decades, those estimates have run from 1.5C to 5C:  wide range. The new research narrowed that range down to between 3C and 5C, by closely examining the biggest cause ofuncertainty: clouds.",advanced_to_intermediate,"simplify: Scientists measure the sensitivity of the EarthÕs climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels Ð as is likely to happen within 50 years, on current trends. For two decades, those estimates have run from 1.5C to 5C: a wide range. The new research narrowed that range to between 3C and 5C, byclosely examining the biggest cause of uncertainty: clouds.","Scientists measure the sensitivity of the EarthÕs climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels Ð which is likely to happen within 50 years. For two decades, those estimates have run from 1.5C to 5C:  wide range. The new research narrowed that range down to between 3C and 5C, by closely examining the biggest cause ofuncertainty: clouds."
"Dutch newspaper the Parool has pointed out that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums. But Boer insists that the administration has learned from past mistakes and is not planning to house the antisocial together.","Dutch newspaper the Parool has written that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums. But Boer insists that the government has learned from past mistakes and is not planning to house antisocial families together.",advanced_to_intermediate,"simplify: Dutch newspaper the Parool has pointed out that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums. But Boer insists that the administration has learned from past mistakes and is not planning to house the antisocial together.","Dutch newspaper the Parool has written that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums. But Boer insists that the government has learned from past mistakes and is not planning to house antisocial families together."
